"Alt","WY","Q.S80","Q.S308","Q.C44","mean.stg","TPLoad.kg.fit","TPLoad.kg.95LCI","TPLoad.kg.95UCI","TNLoad.kg.fit","TNLoad.kg.95LCI","TNLoad.kg.95UCI","S80.TNFWM","S80.TPFWM"
"ECRE",2014,598694.837936794,463641.107583406,135053.730353387,14.1923930113791,151778.244655259,130151.782284574,176998.233495278,1191768.32962049,1063487.25618762,1335523.05702086,1.61444498397321,205.608438880038
"ECRE",2015,352323.018155254,270023.731692183,82299.2864630712,14.3576027486903,79690.5832411067,70312.7059633329,90319.2242468879,649352.758923577,591830.880913249,712465.366577363,1.49477765061653,183.44374634038
"ECRE",2016,584609.332697227,492746.338054249,91862.9946429787,14.4499509073615,144231.363655428,124568.015850445,166998.616136584,1160372.19780767,1040972.0390974,1293467.63109265,1.60978728932869,200.092536148075
"ELOK",1966,324018.13692548,206349.271612922,117668.865312558,13.0142503302211,84670.9137314501,68984.2864111281,103924.58928099,601598.025371235,516870.122441421,700214.944561023,1.50582327281323,211.934592618554
"ELOK",1967,747786.242071023,543527.291349103,204258.95072192,14.2499498590892,193134.183975873,157403.909512797,236975.136992984,1538484.96556813,1322124.4206658,1790252.07634181,1.66860180610783,209.468441626466
"ELOK",1968,53317.0803595767,40577.6081004778,12739.472259099,12.4283360688301,10421.8581861613,9080.3871800076,11961.5084576565,86074.0799611186,77721.0361166396,95324.8645583466,1.3093114119932,158.531556346344
"ELOK",1969,895832.560916918,679524.63060447,216307.930312449,13.9649223414542,247088.015695109,191344.557527743,319070.93825386,1925256.04771408,1593038.94137508,2326754.7032216,1.7430047713311,223.697824923945
"ELOK",1970,1743427.67858242,1479075.48523227,264352.19335015,14.3885295385393,500128.530984365,299459.106976594,835267.79342239,4554738.17698504,3114875.05334361,6660183.63677732,2.11883141813148,232.656193040511
"ELOK",1971,276939.354207815,156644.025778117,120295.328429698,14.0983944443687,61049.504337553,52554.2036648921,70918.0564056514,495196.839560731,443166.029994151,553336.432203914,1.45020738549047,178.786363316428
"ELOK",1972,0,4551.10657212329,0,11.65786736088,0,NA,NA,0,NA,NA,NA,NA
"ELOK",1973,0,4485.54804342548,0,11.4297845575865,0,NA,NA,0,NA,NA,NA,NA
"ELOK",1974,0,11490.2409960763,0,11.5590384015071,0,NA,NA,0,NA,NA,NA,NA
"ELOK",1975,194902.415268771,114483.051610525,80419.3636582465,13.055515921172,45933.5032188505,38941.1271349269,54181.4496186927,343411.469842136,303864.068771025,388105.899115051,1.42900746913352,191.138983253471
"ELOK",1976,0,16256.0348508511,0,12.1626032387326,0,NA,NA,0,NA,NA,NA,NA
"ELOK",1977,0,12775.8262983239,0,12.4550336053651,0,NA,NA,0,NA,NA,NA,NA
"ELOK",1978,18178.4573131077,22365.8002567115,0,11.9678453566164,2975.70366180708,2468.77251375083,3586.72669659582,27576.9839544295,24013.5534468811,31669.2007163828,1.23034431002523,132.760713596365
"ELOK",1979,445709.970232837,250250.382969553,195459.587263284,14.25558194377,104348.476599163,85365.3355382261,127552.999117426,837727.346767561,721931.664858575,972096.310056846,1.52435902766139,189.876268144297
"ELOK",1980,511485.940233283,411041.931240673,100444.00899261,14.0570114559502,128960.163266993,111389.647845891,149302.237967915,997987.530034279,895361.242871117,1112376.84011222,1.58244395575863,204.483748297426
"ELOK",1981,90076.2921807316,105626.160837372,0,11.9941492595924,20912.1412778523,17555.9563134854,24909.9305680623,153084.094835573,134475.684234983,174267.490996191,1.37834042310426,188.288990361088
"ELOK",1982,0,6736.93223978588,0,8.97211339087329,0,NA,NA,0,NA,NA,NA,NA
"ELOK",1983,1069630.00739239,835244.673421837,234385.33397055,13.6961810719888,313324.674236023,226661.724769424,433122.758529158,2410494.64894393,1896394.68013784,3063963.69566115,1.8277193806939,237.573470574464
"ELOK",1984,597830.957929429,411712.220315677,186118.737613752,13.9938094179011,153556.73506023,126103.908429362,186986.043303851,1185701.81188175,1024712.07583762,1371984.20888175,1.6085479304007,208.318285343782
"ELOK",1985,404791.284952534,280482.751411587,124308.533540947,14.2964531722659,93997.6195890212,82110.6852405121,107605.392191308,756832.240590434,684696.739786372,836567.500782683,1.51637073484962,188.331352505704
