"Alt","WY","Q.S77","Q.S79","Q.C43","mean.stg","TPLoad.kg.fit","TPLoad.kg.95LCI","TPLoad.kg.95UCI","TNLoad.kg.fit","TNLoad.kg.95LCI","TNLoad.kg.95UCI"
"ECRE",1970,913832.213098992,2238936.71186805,1325104.49876906,15.5119340461405,344075.174334078,292996.872045369,395153.476622788,3827070.0050621,3487568.16102704,4166571.84909716
"ECRE",1971,518974.558687713,770635.585299096,251661.026611383,14.6857864851315,107062.938116621,44961.9139849522,169163.96224829,1539336.43311741,1126569.9302294,1952102.93600542
"ECRE",1972,144687.915342845,702188.163102576,557500.247759732,11.4670837012567,160308.053847402,119511.29891328,201104.808781524,1350020.54296748,1078856.99777967,1621184.08815528
"ECRE",1973,117365.139141512,549668.716747759,432303.577606247,10.694893687474,139433.349001464,93119.9674717818,185746.730531146,1098731.61785669,790900.743918226,1406562.49179515
"ECRE",1974,171607.463197333,675102.603766996,503495.140569664,11.2444643718306,153701.521173525,112581.908225902,194821.134121148,1305086.89471464,1031777.41111397,1578396.37831531
"ECRE",1975,379647.776373386,1100836.13159122,721188.355217832,12.6677442658877,202848.005112827,170465.095203642,235230.915022013,1997383.80058939,1782144.50842873,2212623.09275004
"ECRE",1976,61310.0830425547,614084.892481911,552774.809439356,11.4416082750093,152582.829912568,110983.480988222,194182.178836914,1210485.87337017,933987.73154381,1486984.01519654
"ECRE",1977,212189.450150429,631201.995184585,419012.545034156,11.6335075793401,137568.946111461,104541.297151976,170596.595070946,1247723.36950908,1028198.69418786,1467248.04483029
"ECRE",1978,188280.380111501,485629.778320805,297349.398209304,10.9898360593272,116684.47739662,77031.4479767636,156337.506816476,1009923.82215222,746362.270448231,1273485.37385621
"ECRE",1979,352245.847667934,1048380.94793022,696135.100262282,12.9006082960382,193851.617454121,165849.903311972,221853.33159627,1920499.37404069,1734380.54938461,2106618.19869676
"ECRE",1980,351620.640145726,1073998.44278079,722377.80263506,13.7768622076817,192200.972452022,168947.370870054,215454.574033991,1978002.69887513,1823443.12536166,2132562.2723886
"ECRE",1981,270758.684148016,606694.029600723,335935.345452708,12.4795761883326,119706.556058093,89251.4317232783,150161.680392907,1230451.46731918,1028025.57591926,1432877.3587191
"ECRE",1982,50133.7620250654,237337.647731438,187203.885706373,9.21334211969083,97181.6087405546,36095.8700921688,158267.34738894,585692.93557062,179674.724586445,991711.146554795
"ECRE",1983,375085.666482704,1798304.58994202,1423218.92345931,14.0682768033062,329189.500260423,245225.325608383,413153.674912463,3096180.51527809,2538096.34156916,3654264.68898702
"ECRE",1984,407187.934893765,1219179.1491085,811991.214214733,14.7378169230855,207024.964323007,179825.709384406,234224.219261607,2223271.31620377,2042486.19230047,2404056.44010708
"ECRE",1985,502454.000282884,967762.923919704,465308.923636819,13.7465299338959,154742.30896625,124890.002469228,184594.615463272,1821400.06939496,1622980.92368504,2019819.21510488
"ECRE",1986,229952.227085023,730019.157409163,500066.93032414,11.4333002272134,156473.35871013,118383.406761877,194563.310658384,1395956.53102431,1142784.27693204,1649128.78511658
"ECRE",1987,218190.079950508,1060796.40260465,842606.322654143,12.1011701352771,217437.711121248,164711.227385754,270164.194856741,1916697.02239021,1566240.22066441,2267153.82411601
"ECRE",1988,293849.844347048,1038202.56072108,744352.716374037,12.244878880866,203437.661257592,162386.70459754,244488.617917643,1888534.74720348,1615681.60093571,2161387.89347125
"ECRE",1989,410677.499253954,857524.722646775,446847.22339282,12.7438151682311,151136.518247139,125101.770608006,177171.265886272,1627184.36674226,1454139.36648925,1800229.36699527
"ECRE",1990,84199.0895803569,578738.687322099,494539.597741742,10.4599976533114,150645.827573001,97277.3498764951,204014.305269508,1136897.8107856,782173.87166766,1491621.74990354
"ECRE",1991,76418.7959351792,518059.244480685,441640.448545506,10.9732744803719,135685.897521672,93165.3162618304,178206.478781514,1054142.86858285,771521.577343309,1336764.1598224
"ECRE",1992,336183.913650636,1188090.61464712,851906.700996484,13.3377030695037,219651.035879318,184238.406696114,255063.665062523,2143155.75825782,1907778.84925502,2378532.66726063
"ECRE",1993,385901.20485613,1194515.78486904,808614.580012908,14.5468411839704,206046.116457576,179412.531593558,232679.701321594,2180479.23244707,2003453.94441989,2357504.52047426
"ECRE",1994,392770.6028092,999359.303919262,606588.701110062,13.9111314467631,171943.691310354,149424.501527076,194462.881093632,1868212.58434363,1718534.42130711,2017890.74738016
"ECRE",1995,487375.786620904,1483052.14665472,995676.36003382,15.3158846125498,245282.912450311,210318.563521248,280247.261379374,2643775.45183018,2411378.12449133,2876172.77916904
"ECRE",1996,1187554.99477619,2644266.48523814,1456711.49046195,15.6315124935694,391897.173159345,332182.968290904,451611.378027786,4463977.57874929,4067075.53307569,4860879.62442288
"ECRE",1997,454891.682323528,1139946.40047032,685054.718146789,13.3548875444929,196800.655191376,174646.961753075,218954.348629678,2075161.59767612,1927912.77699334,2222410.41835889
"ECRE",1998,924792.365135453,2419136.04157662,1494343.67644117,13.9165953490178,390407.62093721,305624.658250576,475190.583623844,4070785.32569493,3507258.91849031,4634311.73289955
"ECRE",1999,424733.434007969,1146819.43529276,722086.001284789,15.0872702433942,188201.959867782,157121.395834918,219282.523900645,2120363.0581853,1913780.06051312,2326946.05585747
"ECRE",2000,459425.504404587,1636539.54496156,1177114.04055697,14.6709010151639,283432.112038397,231897.984013471,334966.240063324,2864494.28586172,2521962.70765246,3207025.86407098
"ECRE",2001,240667.848805441,581470.777915123,340802.929109682,11.3933172226176,126487.834633837,90857.8513270275,162117.817940646,1167759.63770746,930938.042361015,1404581.23305391
"ECRE",2002,272834.199265352,765534.986346339,492700.787080987,11.1862179104213,160528.518165445,118857.203188975,202199.833141915,1447278.35409687,1170301.87594551,1724254.83224824
"ECRE",2003,350934.455572912,931075.165648867,580140.710075955,13.0705322925524,169717.341618107,147595.713704752,191838.969531462,1744037.79072306,1597002.09977173,1891073.4816744
"ECRE",2004,488717.906063033,1242476.2635213,753758.357458265,14.3020616404055,205811.272168883,183817.895584872,227804.648752894,2253713.6743585,2107530.4307451,2399896.9179719
"ECRE",2005,509091.312144932,1200964.58273747,691873.27059254,13.5681492555389,201043.7250502,180230.163689899,221857.286410501,2175707.03218685,2037365.65931156,2314048.40506214
"ECRE",2006,1117556.99856886,2322938.75713905,1205381.75857019,15.8446174758326,335162.281896132,296941.122069045,373383.441723218,3972280.89941053,3718236.54670065,4226325.25212041
"ECRE",2007,252554.606448143,825608.456907886,573053.850459744,12.1688734831205,167008.229408249,135986.166182995,198030.292633502,1558938.59920232,1352744.43849558,1765132.75990906
"ECRE",2008,36493.6171517774,299676.444296604,263182.827144826,9.71835616929043,107034.479908216,51904.776551634,162164.183264797,691194.505397694,324764.238297716,1057624.77249767
"ECRE",2009,365930.524451911,1065281.67700504,699351.152553129,12.7243766367619,196984.780148282,166758.250723506,227211.309573059,1943389.60509611,1742483.11410727,2144296.09608494
"ECRE",2010,253257.238176066,1254374.03792303,1001116.79974697,12.7060555994919,246773.207582315,187899.78547942,305646.629685209,2227842.43118904,1836528.81125682,2619156.05112126
"ECRE",2011,393544.342078893,887272.986702573,493728.64462368,12.9537532024614,157266.485466076,133557.968402766,180975.002529385,1676391.66909442,1518808.41159235,1833974.92659649
"ECRE",2012,299061.041815403,780306.893038022,481245.851222619,11.3304618037541,159376.4140769,120238.80925794,198514.01889586,1474153.92365645,1214018.24154139,1734289.6057715
"ECRE",2013,436063.591207369,817085.314146299,381021.722938931,12.620532574196,141322.448436789,111374.62678695,171270.270086627,1563763.45604791,1364709.45034732,1762817.4617485
"ECRE",2014,419026.148916232,1454331.37192261,1035305.22300638,14.1923930113791,255948.504080479,213422.889220536,298474.118940421,2573172.00596149,2290517.25792249,2855826.7540005
"ECRE",2015,508912.710951522,1002280.24493101,493367.533979488,14.3576027486903,156080.7510958,121619.941906541,190541.560285058,1887363.94052915,1658313.48774463,2116414.39331367
"ECRE",2016,450841.19199276,1363582.50358522,912741.311592463,14.4499509073615,232633.129182395,202461.916699401,262804.34166539,2440804.54608719,2240265.72988197,2641343.36229241
"ELOK",1966,545729.235068706,1397115.27768305,851386.042614346,13.0142503302211,239617.650750238,202942.659537602,276292.641962875,2466754.6938094,2222987.25071229,2710522.1369065
"ELOK",1967,810293.226440859,1784457.644119,974164.417678146,14.2499498590892,276359.824264209,245433.345115457,307286.303412961,3098876.3313029,2893317.48870147,3304435.17390433
"ELOK",1968,97766.3815740642,593529.40859784,495763.027023776,12.4283360688301,136888.462953345,109477.296782554,164299.629124135,1201180.17355263,1018986.54053926,1383373.80656599
"ELOK",1969,1304374.11104099,2067210.05471583,762835.943674834,13.9649223414542,278617.341917842,240796.192056761,316438.491778923,3549544.35570641,3298158.7468272,3800929.96458561
"ELOK",1970,1761159.52308704,3090324.73882495,1329165.21573791,14.3885295385393,424601.872496516,357377.65910174,491826.085891291,5148888.55613797,4702069.78204615,5595707.33022979
"ELOK",1971,178036.117356986,557458.515256614,379422.397899629,14.0983944443687,107996.151072778,67087.8075445413,148904.494601015,1184326.05380392,912420.813380023,1456231.29422782
"ELOK",1972,64432.2922709195,531653.109967808,467220.817696888,11.65786736088,134426.044586046,100071.474216073,168780.614956019,1088687.81462388,860343.49875933,1317032.13048843
"ELOK",1973,55292.9750813006,490628.783165827,435335.808084527,11.4297845575865,129168.330475449,93062.4911553573,165274.169795541,1020589.62099458,780605.156352059,1260574.0856371
"ELOK",1974,94009.2905175618,633350.39493815,539341.104420589,11.5590384015071,151792.412308608,113002.933252876,190581.89136434,1243995.92422625,986174.127523912,1501817.72092859
"ELOK",1975,155530.252450385,1035649.6110559,880119.358605511,13.055515921172,212189.018777119,167125.125337997,257252.91221624,1895084.5355259,1595558.62654981,2194610.44450199
"ELOK",1976,67097.9985691353,553068.255147736,485970.256578601,12.1626032387326,134440.696545919,104783.380512494,164098.012579343,1132165.21776442,935042.113993921,1329288.32153492
"ELOK",1977,63744.3951960492,561147.651037973,497403.255841924,12.4550336053651,134149.876942225,106309.501960351,161990.251924098,1150489.28366985,965442.831038182,1335535.73630151
"ELOK",1978,47768.2311651075,446679.733313002,398911.502147895,11.9678453566164,117265.885438574,87122.0178371058,147409.753040043,964025.379309962,763668.316164006,1164382.44245592
"ELOK",1979,263614.416767448,942240.027804045,678625.611036598,14.25558194377,172567.029054548,146209.704565659,198924.353543438,1781783.9137606,1606594.8439041,1956972.98361711
"ELOK",1980,740147.515291592,1408362.11353274,668214.598241152,14.0570114559502,212037.355030605,189629.344425392,234445.365635819,2514712.67759356,2365773.48852993,2663651.86665718
"ELOK",1981,335990.457326211,665062.197843901,329071.74051769,11.9941492595924,127568.071624212,95013.9541791582,160122.189069266,1312901.3563906,1096524.10013295,1529278.61264825
"ELOK",1982,48320.1504738395,235956.807785582,187636.657311742,8.97211339087329,98969.100624515,34206.7534354736,163731.447813556,578470.246384401,148014.743567535,1008925.74920127
"ELOK",1983,1142084.7650195,2555350.18335981,1413265.41834031,13.6961810719888,394454.635769463,315953.535696059,472955.735842867,4285202.18772807,3763429.3989016,4806974.97655454
"ELOK",1984,546691.773289676,1372660.81431518,825969.041025509,13.9938094179011,227188.256085229,202941.99623771,251434.515932748,2449675.33729686,2288517.86807131,2610832.80652241
"ELOK",1985,288847.09681967,873404.242693389,584557.145873719,14.2964531722659,155946.428575504,127298.626466928,184594.23068408,1678214.66637055,1487801.49272122,1868627.84001988
"ELOK",1986,57894.5375882911,565503.821210425,507609.283622134,12.5443225451683,134971.343142946,107316.182438046,162626.503847847,1158758.7166285,974943.326615532,1342574.10664147
"ELOK",1987,281489.685291673,1157828.62046384,876338.935172169,13.3364137712238,219857.033504442,181087.037815659,258627.029193224,2094176.58384954,1836484.2871249,2351868.88057417
"ELOK",1988,287218.764969389,1161702.29236053,874483.527391137,12.9061976787602,223282.431784868,179876.94008796,266687.923481777,2091429.86697044,1802926.84686113,2379932.88707975
"ELOK",1989,128571.446267509,617683.603229494,489112.156961985,13.5818218723316,129300.918585383,100977.218036262,157624.619134505,1263664.40151189,1075405.43174482,1451923.37127897
"ELOK",1990,66290.2331408723,499511.429557478,433221.196416606,11.4453469340506,129557.216747672,93778.5349284894,165335.898566855,1035048.05511969,797238.10626708,1272858.0039723
"ELOK",1991,43649.195050093,556049.536878655,512400.341828562,11.5343579699172,142480.458174881,104311.323201378,180649.593148384,1122576.88933819,868878.329909141,1376275.44876724
"ELOK",1992,336788.359097705,1229283.16008334,892494.80098563,14.028790222731,222336.943059653,189029.213872225,255644.672247081,2220753.06776627,1999366.78488169,2442139.35065084
"ELOK",1993,1048048.77719794,1783350.32522512,735301.548027179,14.3312629452038,248901.358040269,220526.429315217,277276.286765322,3109880.77711895,2921281.30934361,3298480.24489429
"ELOK",1994,414341.21377797,1075780.82816459,661439.614386622,13.2021818168656,189947.525680496,167256.191087542,212638.860273449,1971680.75835885,1820858.40145317,2122503.11526454
"ELOK",1995,1414781.40267979,2337091.78699724,922310.384317445,14.5603004383823,314535.983965661,276689.629827304,352382.338104018,3981025.15662896,3729472.02263186,4232578.29062606
"ELOK",1996,1837847.71683722,3306901.21984299,1469053.50300577,14.2950006224057,459152.687702959,378929.783666438,539375.59173948,5482703.96294116,4949486.87008827,6015921.05579404
"ELOK",1997,253951.960870848,1047457.92871414,793505.967843292,12.7864329769526,205552.622364112,167265.912933283,243839.33179494,1912155.18412534,1657675.14325926,2166635.22499143
"ELOK",1998,1397374.36264919,2775368.20304476,1377993.84039556,14.2014947012835,405080.612492737,336341.694283095,473819.530702379,4645031.28926266,4188144.73580516,5101917.84272015
"ELOK",1999,347057.088622374,1181806.70670086,834749.618078483,13.9271593609397,212670.535647529,183462.170220187,241878.901074871,2146288.44211048,1952149.37562815,2340427.50859282
"ELOK",2000,428645.896791538,1582673.43629571,1154027.53950417,14.2577504869345,279504.972193834,226298.711715259,332711.232672409,2771843.93073905,2418198.19982605,3125489.66165205
"ELOK",2001,166535.237000937,410647.31600611,244112.079005174,11.4288417704404,101057.725769151,64440.9670061778,137674.484532125,903036.72475513,659656.334930302,1146417.11457996
"ELOK",2002,66631.1071344516,654003.648868346,587372.541733894,11.5150464081599,159240.590620714,116534.680261487,201946.500979941,1273492.82236394,989639.705316267,1557345.93941162
"ELOK",2003,692349.793757492,1246238.64384048,553888.850082989,13.4396330976254,190383.421950283,164836.81176188,215930.032138686,2250965.79839536,2081165.2983947,2420766.29839601
"ELOK",2004,544613.361933312,1363170.16301431,818556.801080994,13.7706257599027,227278.320467599,201971.129520675,252585.511414522,2430376.16715035,2262167.01357934,2598585.32072136
"ELOK",2005,1006089.90052965,1596144.2458308,590054.345301147,13.2327561941568,225380.898090796,190882.333635696,259879.462545895,2797916.09218509,2568614.69170261,3027217.49266758
"ELOK",2006,1512759.54874553,2788566.10165084,1275806.55290531,14.7268848287957,390708.325442853,335912.937045062,445503.713840644,4681554.10750876,4317345.92963086,5045762.28538666
"ELOK",2007,108457.344396045,613227.755412198,504770.411016153,11.8051330078648,144341.618095098,110698.72066851,177984.515521686,1218920.42783565,995306.384235501,1442534.47143579
"ELOK",2008,36393.1786129268,299658.126065096,263264.947452169,9.52627136759869,108519.149820151,50437.0084049169,166601.291235386,687163.965199094,301109.74584545,1073218.18455274
"ELOK",2009,178045.45417387,998795.309566418,820749.855392548,12.6297421783928,205724.458167877,161618.007705108,249830.908630646,1830734.29409497,1537572.21558045,2123896.37260949
"ELOK",2010,319059.785003255,1212268.90257186,893209.117568606,13.3265768088439,226388.954143464,186818.040968649,265959.86731828,2179218.66402267,1916202.91386978,2442234.41417556
"ELOK",2011,439156.997831654,1009460.63045248,570303.632620828,12.7918441792965,177335.79456692,153422.875823456,201248.713310384,1862560.064501,1703618.21158313,2021501.91741887
"ELOK",2012,109576.209415041,619152.26842417,509576.059009129,11.6456104406337,146603.315835631,110692.842527588,182513.789143674,1224739.8744102,986053.947862726,1463425.80095766
"ELOK",2013,265612.064988248,705628.049327665,440015.984339418,13.4692429228067,132049.127457855,103587.527089551,160510.727826158,1402567.33749447,1213391.7898302,1591742.88515875
"ELOK",2014,874738.724725343,1828977.97130329,954239.246577946,14.2867970164042,277581.280790327,248385.31253677,306777.249043885,3170918.25667983,2976861.59041778,3364974.92294187
"ELOK",2015,942649.815584535,1394182.83173402,451533.016149483,13.7821380802067,188704.128214153,147427.81197641,229980.444451896,2496620.02530319,2222268.98288835,2770971.06771804
"ELOK",2016,841243.688505376,1721628.82944096,880385.140935581,13.625144150193,265394.244451062,234319.671795612,296468.817106512,2990931.58849339,2784388.41367337,3197474.76331341
"ESFL",1966,126871.317898068,990436.122888575,863564.804990507,13.868328036906,200292.202334572,161985.088088252,238599.316580892,1841320.30672412,1586704.64129387,2095935.97215437
"ESFL",1967,1587870.41212785,2405854.74746265,817984.335334797,15.9155937592162,298204.885442378,247997.471700292,348412.299184465,4122724.9851085,3789011.67072848,4456438.29948851
"ESFL",1968,90748.7961196779,637346.366837227,546597.570717549,12.8250552443847,143205.146594738,116700.774743682,169709.518445795,1276323.56204477,1100157.11337223,1452490.01071731
"ESFL",1969,715736.983025181,1567227.89864844,851490.91562326,15.0810822656056,238009.649886228,213259.895439171,262759.404333286,2778582.85692732,2614078.81318097,2943086.90067366
"ESFL",1970,393566.326722481,1653799.92178801,1260233.59506553,16.6206912260544,279192.721287571,220928.793294881,337456.649280261,2928500.55911771,2541238.0600151,3315763.05822032
"ESFL",1971,674921.785455108,1007904.04964301,332982.264187904,15.6562387645744,128612.022754996,58440.4635949832,198783.58191501,1930706.43480768,1464297.55537815,2397115.31423721
"ESFL",1972,67826.1661217378,633912.340085654,566086.173963916,11.9938210358834,151490.418072926,116620.399296328,186360.436849524,1252694.31185034,1020923.96816746,1484464.65553321
"ESFL",1973,77103.7934433292,494122.352494416,417018.559051087,11.125924131282,129747.363489134,90365.3702922019,169129.356686067,1020634.40964367,758874.352769377,1282394.46651796
"ESFL",1974,143501.447942272,660738.125180616,517236.677238345,11.4429554869695,152508.370090865,113583.408624698,191433.331557032,1285882.47776691,1027160.17094352,1544604.78459031
"ESFL",1975,148402.586698458,987119.938889103,838717.352190645,13.039685436306,203604.083570782,161922.927523523,245285.239618041,1819984.45007204,1542942.56133477,2097026.33880932
"ESFL",1976,137776.259764741,627028.76688104,489252.507116299,12.1139089433154,141388.060602087,112010.711368491,170765.409835684,1247874.26501557,1052612.01488647,1443136.51514468
"ESFL",1977,112292.096450145,617606.364640498,505314.268190353,12.1387666575315,142204.442553784,112338.056995616,172070.828111953,1232758.23854149,1034245.51362069,1431270.9634623
"ESFL",1978,72515.3810048189,461848.752663586,389333.371658768,11.5015286864201,121052.03960385,86990.6433962244,155113.435811476,978734.189417332,752338.512491047,1205129.86634362
"ESFL",1979,97346.9464885333,792430.854810676,695083.908322143,14.1246067264143,162847.221770408,131991.220143977,193703.223396839,1541563.05634156,1336472.65626306,1746653.45642006
"ESFL",1980,497948.837525194,1231105.80289337,733156.965368181,15.0032025443876,197159.625432899,168777.981303545,225541.269562252,2251292.40205663,2062648.29904399,2439936.50506928
"ESFL",1981,110995.88812016,377476.54850709,266480.66038693,13.5737457557449,84285.7442916706,40438.855661529,128132.632921812,894224.5227283,602787.672282638,1185661.37317396
"ESFL",1982,58189.6010505986,235934.197586984,177744.596536386,9.88100040382275,90871.0229412752,39189.9520009624,142552.093881588,597808.956333724,254300.693534212,941317.219133236
"ESFL",1983,813995.706745934,2309642.67175731,1495646.96501137,14.8180512363178,374435.084521798,298935.276017228,449934.893026369,3916462.09677195,3414637.97453088,4418286.21901302
"ESFL",1984,39253.3751319064,898588.649978838,859335.274846932,16.4921273317953,171937.057292517,113104.399290055,230769.715294979,1750984.35407577,1359941.68064425,2142027.02750728
"ESFL",1985,522888.898042018,1016279.91968455,493391.021642531,15.6104646267982,147624.257145835,93859.9602367957,201388.554054875,1935560.88990596,1578206.0616132,2292915.71819872
"ESFL",1986,44810.646722968,588123.434829514,543312.788106546,12.818704961531,138756.3095641,111209.720599652,166302.898528548,1198560.03761313,1015466.29073319,1381653.78449307
"ESFL",1987,93831.435412967,979685.048293132,885853.612880165,13.4046012099031,205451.126509256,161409.954378683,249492.29863983,1813647.56511164,1520919.37169437,2106375.75852891
"ESFL",1988,89563.7776747452,984870.053049197,895306.275374452,13.838320634616,203609.338260871,161421.387674703,245797.288847039,1830430.13969816,1550019.74275296,2110840.53664336
"ESFL",1989,177779.632416156,612888.878088774,435109.245672618,14.7953909409503,113521.491842337,66524.5092188043,160518.474465869,1283846.12223931,971471.561029595,1596220.68344903
"ESFL",1990,122842.193093547,665141.380145385,542299.187051838,12.0079156803165,151339.327456907,118639.643646241,184039.011267573,1303438.27074682,1086093.47940401,1520783.06208963
"ESFL",1991,66227.5204459723,574080.353579473,507852.833133501,11.7205053825722,142052.848763559,106789.261182299,177316.43634482,1155154.51554315,920768.240457885,1389540.79062841
"ESFL",1992,86250.6620681932,1022261.65252359,936010.990455401,14.3687672557055,207224.61698242,163485.977168993,250963.256795847,1898672.33343829,1607954.9797504,2189389.68712617
"ESFL",1993,499779.775383932,1272484.11016843,772704.334784497,15.7236676246476,199518.712308839,162243.272909751,236794.151707926,2329842.88671103,2082084.44827122,2577601.32515084
"ESFL",1994,41658.0049777144,658722.884092977,617064.879115262,15.6384878164592,131253.8360119,79035.6445941336,183472.027429666,1365394.88292717,1018316.54468675,1712473.2211676
"ESFL",1995,2268450.98388531,3231682.0977476,963231.113862284,16.5280733424491,379044.645126486,308229.653930939,449859.636322033,5433741.70720191,4963056.13193899,5904427.28246484
"ESFL",1996,882576.30841972,2432922.1021325,1550345.79371278,16.608064659264,377137.917469014,310121.323191502,444154.511746527,4145993.50844458,3700554.7150884,4591432.30180076
"ESFL",1997,199563.049784762,837369.551866666,637806.502081904,15.431276322896,150158.107229139,105904.872925461,194411.341532817,1642424.25869421,1348286.55290881,1936561.96447961
"ESFL",1998,677436.839455508,2125415.63339775,1447978.79394224,15.8998043241567,345323.535888653,280299.918480042,410347.153297264,3650062.96137937,3217870.87536844,4082255.04739029
"ESFL",1999,769178.411097298,1547343.28987228,778164.878774981,15.7622586163386,222894.718935993,187698.842163921,258090.595708065,2764733.48922328,2530797.26716544,2998669.71128113
"ESFL",2000,55025.3845033228,1292959.07467339,1237933.69017007,15.0857649829026,258223.369776737,190630.131198709,325816.608354764,2327376.44669831,1878104.87514464,2776648.01825198
"ESFL",2001,170874.057514739,376208.970715673,205334.913200934,12.1786038970908,88062.0037935753,50305.5584494055,125818.449137745,866016.593733944,615061.055977396,1116972.13149049
"ESFL",2002,141065.311902382,728893.572181583,587828.260279201,11.947797947182,162247.487747567,126503.43388029,197991.541614844,1400821.60577344,1163241.8183201,1638401.39322678
"ESFL",2003,132258.406324893,803973.924025534,671715.517700642,13.932787360623,162674.636417264,134390.161719718,190959.111114811,1556893.68551714,1368895.43798137,1744891.93305292
"ESFL",2004,964855.823252803,1687496.54550749,722640.722254688,15.459919152247,230762.930817146,194933.222843117,266592.638791174,2982486.54233177,2744337.43824322,3220635.64642032
"ESFL",2005,75353.4315718631,801775.149388303,726421.71781644,14.4419539263589,164699.246889055,130479.356741018,198919.137037093,1561482.72895838,1334033.59131341,1788931.86660335
"ESFL",2006,2349712.44847309,3534874.3215857,1185161.87311261,16.4227560953376,430137.928629002,363631.859725,496643.997533004,5900384.98160966,5458339.49417727,6342430.46904205
"ESFL",2007,112808.596645462,622328.084175232,509519.48752977,12.4668589738491,140548.547922967,113351.461158272,167745.634687662,1246853.35169766,1066082.63898279,1427624.06441252
"ESFL",2008,36468.2375087718,299160.911198717,262692.673689945,9.87729415577647,105714.218297282,52971.3040403801,158457.132554185,693710.462406303,343144.452032863,1044276.47277974
"ESFL",2009,169107.998711803,965335.707173359,796227.708461556,13.0415350578843,197005.456744281,159515.329096976,234495.584391586,1787566.61025213,1538381.20472656,2036752.01577771
"ESFL",2010,83680.1187908138,1019951.19680749,936271.078016676,13.8819566803139,210803.15272191,165267.161231871,256339.14421195,1884877.43164257,1582213.63139621,2187541.23188893
"ESFL",2011,175848.773039549,705725.501121222,529876.728081674,15.052942244629,129939.397950615,85381.1158973847,174497.680003845,1431520.76341774,1135355.49859355,1727686.02824194
"ESFL",2012,211358.990909826,901767.735351692,690408.744441866,12.864750606917,181185.029004408,150935.154700615,211434.903308201,1688335.89870673,1487274.2414512,1889397.55596225
"ESFL",2013,172025.13846547,632025.681969393,460000.543503922,14.1431697631378,122928.841833521,87326.5626987244,158531.120968318,1299359.47073911,1062722.01654584,1535996.92493238
"ESFL",2014,1046961.96740524,2064341.55485678,1017379.58745154,15.6682625257151,293774.78050125,264031.621268438,323517.939734061,3568674.34961888,3370980.67237229,3766368.02686547
"ESFL",2015,59590.5261035873,607064.070483151,547473.544379563,15.4778878846496,120363.795209528,67710.4859498792,173017.104469178,1283642.4754163,933672.042038164,1633612.90879444
"ESFL",2016,976104.913313985,1774445.29430095,798340.380986969,15.5279044700781,246009.861415978,213915.69143359,278104.031398365,3117794.675564,2904474.54933491,3331114.80179309
"ESLE",1966,799985.844108253,1650002.91786293,850017.073754672,13.0199053085976,260638.888909401,223598.946002269,297678.831816533,2866556.03865985,2620362.87333406,3112749.20398563
"ESLE",1967,1209615.31424314,2068090.80337888,858475.489135742,14.7261767107329,283544.355006534,252950.616385622,314138.093627447,3562350.7053482,3359003.48720813,3765697.92348826
"ESLE",1968,368733.074455885,911542.859025347,542809.784569462,12.3177460054568,169687.852314621,141743.783323748,197631.921305493,1699233.64394119,1513497.96896475,1884969.31891763
"ESLE",1969,1700341.45047731,2529244.90010481,828903.449627508,14.0837707470663,323865.627988039,271527.193866966,376204.062109111,4279078.88924817,3931201.33455624,4626956.4439401
"ESLE",1970,2188829.57173142,3513940.97219472,1325111.4004633,15.041724326283,454667.967878725,384187.523743186,525148.412014265,5832081.43131188,5363619.4879768,6300543.37464697
"ESLE",1971,848455.601042853,1101719.61296776,253264.011924903,15.3297268296571,130069.75509919,54590.3274379486,205549.182760431,2075852.70119484,1574164.04418232,2577541.35820736
"ESLE",1972,234712.000473689,795414.732870718,560702.732397029,11.901651894836,165146.973599422,131026.513650856,199267.433547989,1506236.02188645,1279447.76634916,1733024.27742374
"ESLE",1973,126845.466777193,614889.563101516,488044.096324324,11.0515245811453,148403.348416104,105003.330757452,191803.366074756,1206636.49787201,918169.862019795,1495103.13372422
"ESLE",1974,207791.153882857,700960.352869855,493169.198986997,11.3323948506207,154038.954549172,114757.978393053,193319.930705291,1348256.31327687,1087167.68575905,1609344.94079469
"ESLE",1975,420985.862349572,1184023.46127555,763037.598925981,12.7154028089962,214146.14339031,179610.47121039,248681.81557023,2127892.61732434,1898344.5731509,2357440.66149778
"ESLE",1976,83751.9097389305,643276.29462373,559524.384884799,11.5897497674906,154648.556977358,115006.991353395,194290.12260132,1259385.59470246,995900.239341564,1522870.95006336
"ESLE",1977,232607.862474657,645606.001223682,412998.138749025,11.8844182005837,136174.831281521,105745.723152901,166603.939410141,1275985.6321438,1073732.66250483,1478238.60178278
"ESLE",1978,286024.200920399,565882.823432492,279858.622512093,11.2290311689741,119620.60389071,80922.0213148967,158319.186466523,1142530.26075047,885312.625133477,1399747.89636745
"ESLE",1979,594670.573291406,1336997.36133919,742326.788047787,13.3565110221555,219732.810016807,195305.874898169,244159.745135445,2383928.61372459,2221570.2512632,2546286.97618597
"ESLE",1980,753014.734188952,1485026.72856401,732011.994375063,13.6561514759389,228694.110321897,205861.615969246,251526.604674547,2624562.82836895,2472802.22573908,2776323.43099881
"ESLE",1981,259606.713328947,593732.023328528,334125.30999958,12.1347170946621,121068.130881098,90241.8987088749,151894.363053321,1202874.93479237,997982.403165764,1407767.46641897
